C:/Users/zhura/python/Lab2/dataset/polar bear/0000.jpg;dataset1\polar bear_0000.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0001.jpg;dataset1\polar bear_0001.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0002.jpg;dataset1\polar bear_0002.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0003.jpg;dataset1\polar bear_0003.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0004.jpg;dataset1\polar bear_0004.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0005.jpg;dataset1\polar bear_0005.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0006.jpg;dataset1\polar bear_0006.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0007.jpg;dataset1\polar bear_0007.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0008.jpg;dataset1\polar bear_0008.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0009.jpg;dataset1\polar bear_0009.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0010.jpg;dataset1\polar bear_0010.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0011.jpg;dataset1\polar bear_0011.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0012.jpg;dataset1\polar bear_0012.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0013.jpg;dataset1\polar bear_0013.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0014.jpg;dataset1\polar bear_0014.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0015.jpg;dataset1\polar bear_0015.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0016.jpg;dataset1\polar bear_0016.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0017.jpg;dataset1\polar bear_0017.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0018.jpg;dataset1\polar bear_0018.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0019.jpg;dataset1\polar bear_0019.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0020.jpg;dataset1\polar bear_0020.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0021.jpg;dataset1\polar bear_0021.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0022.jpg;dataset1\polar bear_0022.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0023.jpg;dataset1\polar bear_0023.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0024.jpg;dataset1\polar bear_0024.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0025.jpg;dataset1\polar bear_0025.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0026.jpg;dataset1\polar bear_0026.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0027.jpg;dataset1\polar bear_0027.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0028.jpg;dataset1\polar bear_0028.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0029.jpg;dataset1\polar bear_0029.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0030.jpg;dataset1\polar bear_0030.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0031.jpg;dataset1\polar bear_0031.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0032.jpg;dataset1\polar bear_0032.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0033.jpg;dataset1\polar bear_0033.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0034.jpg;dataset1\polar bear_0034.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0035.jpg;dataset1\polar bear_0035.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0036.jpg;dataset1\polar bear_0036.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0037.jpg;dataset1\polar bear_0037.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0038.jpg;dataset1\polar bear_0038.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0039.jpg;dataset1\polar bear_0039.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0040.jpg;dataset1\polar bear_0040.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0041.jpg;dataset1\polar bear_0041.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0042.jpg;dataset1\polar bear_0042.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0043.jpg;dataset1\polar bear_0043.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0044.jpg;dataset1\polar bear_0044.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0045.jpg;dataset1\polar bear_0045.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0046.jpg;dataset1\polar bear_0046.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0047.jpg;dataset1\polar bear_0047.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0048.jpg;dataset1\polar bear_0048.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0049.jpg;dataset1\polar bear_0049.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0050.jpg;dataset1\polar bear_0050.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0051.jpg;dataset1\polar bear_0051.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0052.jpg;dataset1\polar bear_0052.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0053.jpg;dataset1\polar bear_0053.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0054.jpg;dataset1\polar bear_0054.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0055.jpg;dataset1\polar bear_0055.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0056.jpg;dataset1\polar bear_0056.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0057.jpg;dataset1\polar bear_0057.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0058.jpg;dataset1\polar bear_0058.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0059.jpg;dataset1\polar bear_0059.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0060.jpg;dataset1\polar bear_0060.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0061.jpg;dataset1\polar bear_0061.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0062.jpg;dataset1\polar bear_0062.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0063.jpg;dataset1\polar bear_0063.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0064.jpg;dataset1\polar bear_0064.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0065.jpg;dataset1\polar bear_0065.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0066.jpg;dataset1\polar bear_0066.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0067.jpg;dataset1\polar bear_0067.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0068.jpg;dataset1\polar bear_0068.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0069.jpg;dataset1\polar bear_0069.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0070.jpg;dataset1\polar bear_0070.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0071.jpg;dataset1\polar bear_0071.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0072.jpg;dataset1\polar bear_0072.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0073.jpg;dataset1\polar bear_0073.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0074.jpg;dataset1\polar bear_0074.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0075.jpg;dataset1\polar bear_0075.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0076.jpg;dataset1\polar bear_0076.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0077.jpg;dataset1\polar bear_0077.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0078.jpg;dataset1\polar bear_0078.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0079.jpg;dataset1\polar bear_0079.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0080.jpg;dataset1\polar bear_0080.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0081.jpg;dataset1\polar bear_0081.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0082.jpg;dataset1\polar bear_0082.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0083.jpg;dataset1\polar bear_0083.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0084.jpg;dataset1\polar bear_0084.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0085.jpg;dataset1\polar bear_0085.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0086.jpg;dataset1\polar bear_0086.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0087.jpg;dataset1\polar bear_0087.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0088.jpg;dataset1\polar bear_0088.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0089.jpg;dataset1\polar bear_0089.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0090.jpg;dataset1\polar bear_0090.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0091.jpg;dataset1\polar bear_0091.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0092.jpg;dataset1\polar bear_0092.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0093.jpg;dataset1\polar bear_0093.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0094.jpg;dataset1\polar bear_0094.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0095.jpg;dataset1\polar bear_0095.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0096.jpg;dataset1\polar bear_0096.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0097.jpg;dataset1\polar bear_0097.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0098.jpg;dataset1\polar bear_0098.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0099.jpg;dataset1\polar bear_0099.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0100.jpg;dataset1\polar bear_0100.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0101.jpg;dataset1\polar bear_0101.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0102.jpg;dataset1\polar bear_0102.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0103.jpg;dataset1\polar bear_0103.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0104.jpg;dataset1\polar bear_0104.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0105.jpg;dataset1\polar bear_0105.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0106.jpg;dataset1\polar bear_0106.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0107.jpg;dataset1\polar bear_0107.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0108.jpg;dataset1\polar bear_0108.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0109.jpg;dataset1\polar bear_0109.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0110.jpg;dataset1\polar bear_0110.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0111.jpg;dataset1\polar bear_0111.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0112.jpg;dataset1\polar bear_0112.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0113.jpg;dataset1\polar bear_0113.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0114.jpg;dataset1\polar bear_0114.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0115.jpg;dataset1\polar bear_0115.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0116.jpg;dataset1\polar bear_0116.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0117.jpg;dataset1\polar bear_0117.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0118.jpg;dataset1\polar bear_0118.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0119.jpg;dataset1\polar bear_0119.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0120.jpg;dataset1\polar bear_0120.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0121.jpg;dataset1\polar bear_0121.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0122.jpg;dataset1\polar bear_0122.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0123.jpg;dataset1\polar bear_0123.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0124.jpg;dataset1\polar bear_0124.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0125.jpg;dataset1\polar bear_0125.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0126.jpg;dataset1\polar bear_0126.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0127.jpg;dataset1\polar bear_0127.jpg;polar bear
C:/Users/zhura/python/Lab2/dataset/polar bear/0128.jpg;dataset1\polar bear_0128.jpg;polar bear
