C:\Users\Yana\Documents\python-v6\Lab2\dataset\0508.jpg,Lab2\dataset\0508.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0511.jpg,Lab2\dataset\0511.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0512.jpg,Lab2\dataset\0512.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0001.jpg,Lab2\dataset\0001.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0513.jpg,Lab2\dataset\0513.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0515.jpg,Lab2\dataset\0515.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0516.jpg,Lab2\dataset\0516.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0517.jpg,Lab2\dataset\0517.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0009.jpg,Lab2\dataset\0009.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0014.jpg,Lab2\dataset\0014.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0527.jpg,Lab2\dataset\0527.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0528.jpg,Lab2\dataset\0528.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0529.jpg,Lab2\dataset\0529.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0530.jpg,Lab2\dataset\0530.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0019.jpg,Lab2\dataset\0019.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0532.jpg,Lab2\dataset\0532.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0531.jpg,Lab2\dataset\0531.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0022.jpg,Lab2\dataset\0022.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0536.jpg,Lab2\dataset\0536.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0538.jpg,Lab2\dataset\0538.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0539.jpg,Lab2\dataset\0539.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0540.jpg,Lab2\dataset\0540.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0032.jpg,Lab2\dataset\0032.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0546.jpg,Lab2\dataset\0546.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0035.jpg,Lab2\dataset\0035.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0037.jpg,Lab2\dataset\0037.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0039.jpg,Lab2\dataset\0039.jpg,tiger
C:\Users\Yana\Documents\python-v6\Lab2\dataset\0041.jpg,Lab2\dataset\0041.jpg,tiger
