D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0000.txt,Lab3\unified_dataset\unified_dataset\0_0000.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0001.txt,Lab3\unified_dataset\unified_dataset\0_0001.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0002.txt,Lab3\unified_dataset\unified_dataset\0_0002.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0003.txt,Lab3\unified_dataset\unified_dataset\0_0003.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0004.txt,Lab3\unified_dataset\unified_dataset\0_0004.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0005.txt,Lab3\unified_dataset\unified_dataset\0_0005.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0006.txt,Lab3\unified_dataset\unified_dataset\0_0006.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0007.txt,Lab3\unified_dataset\unified_dataset\0_0007.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0008.txt,Lab3\unified_dataset\unified_dataset\0_0008.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0009.txt,Lab3\unified_dataset\unified_dataset\0_0009.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0010.txt,Lab3\unified_dataset\unified_dataset\0_0010.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0011.txt,Lab3\unified_dataset\unified_dataset\0_0011.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0012.txt,Lab3\unified_dataset\unified_dataset\0_0012.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0013.txt,Lab3\unified_dataset\unified_dataset\0_0013.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0014.txt,Lab3\unified_dataset\unified_dataset\0_0014.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0015.txt,Lab3\unified_dataset\unified_dataset\0_0015.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0016.txt,Lab3\unified_dataset\unified_dataset\0_0016.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0017.txt,Lab3\unified_dataset\unified_dataset\0_0017.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\0_0018.txt,Lab3\unified_dataset\unified_dataset\0_0018.txt,0
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\1_0000.txt,Lab3\unified_dataset\unified_dataset\1_0000.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\1_0001.txt,Lab3\unified_dataset\unified_dataset\1_0001.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\1_0002.txt,Lab3\unified_dataset\unified_dataset\1_0002.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab3\unified_dataset\unified_dataset\1_0003.txt,Lab3\unified_dataset\unified_dataset\1_0003.txt,1
