D:\AppProgPython\lab2-var9\appprog\dataset\1\0000.txt,dataset\1\0000.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0001.txt,dataset\1\0001.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0002.txt,dataset\1\0002.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0003.txt,dataset\1\0003.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0004.txt,dataset\1\0004.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0005.txt,dataset\1\0005.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0006.txt,dataset\1\0006.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0007.txt,dataset\1\0007.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0008.txt,dataset\1\0008.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0009.txt,dataset\1\0009.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0010.txt,dataset\1\0010.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0011.txt,dataset\1\0011.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0012.txt,dataset\1\0012.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0013.txt,dataset\1\0013.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0014.txt,dataset\1\0014.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0015.txt,dataset\1\0015.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0016.txt,dataset\1\0016.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0017.txt,dataset\1\0017.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0018.txt,dataset\1\0018.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0019.txt,dataset\1\0019.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0020.txt,dataset\1\0020.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0021.txt,dataset\1\0021.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0022.txt,dataset\1\0022.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0023.txt,dataset\1\0023.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0024.txt,dataset\1\0024.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0025.txt,dataset\1\0025.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0026.txt,dataset\1\0026.txt,1
D:\AppProgPython\lab2-var9\appprog\dataset\1\0027.txt,dataset\1\0027.txt,1
