id,label
0,0.039575353264808655
1,0.34076809883117676
2,0.3716224730014801
3,0.16394947469234467
4,0.08757824450731277
5,0.021029848605394363
6,0.020064709708094597
7,0.07498626410961151
8,0.0690232664346695
9,0.11588995903730392
10,0.020019415766000748
11,0.14674058556556702
12,0.00046147036482580006
13,0.22921204566955566
14,0.018219290301203728
15,0.053631190210580826
16,0.5281081795692444
17,0.0464215949177742
18,0.02141464501619339
19,0.007664554286748171
20,0.996367335319519
21,0.011684339493513107
22,0.8392849564552307
23,0.01153557375073433
24,0.03213781118392944
25,0.033030711114406586
26,0.04615461453795433
27,0.022241633385419846
28,0.06114451214671135
29,0.4853407144546509
30,0.04559711739420891
31,0.004679116420447826
32,0.30763956904411316
33,0.02505476213991642
34,0.32898402214050293
35,0.6639376282691956
36,0.043251242488622665
37,0.03861376270651817
38,0.0004005969676654786
39,0.10465595126152039
40,0.01842113584280014
41,0.16355593502521515
42,0.061067499220371246
43,0.3186158835887909
44,0.03304336592555046
45,0.361122727394104
46,0.019237658008933067
47,0.6477208733558655
48,0.0570824071764946
49,0.2034052163362503
50,0.0004128571308683604
51,0.12682105600833893
52,0.06793063133955002
53,0.13102354109287262
54,0.3744237422943115
55,0.009586384519934654
56,0.041431013494729996
57,0.0006990352994762361
58,0.0004543169925455004
59,0.0005463111447170377
60,0.2149534672498703
61,0.033558957278728485
62,0.632706344127655
63,0.13992291688919067
64,0.0006726665305905044
65,0.09748892486095428
66,0.06345736980438232
67,0.11075275391340256
68,0.03237367048859596
69,0.04101639986038208
70,0.07212233543395996
71,0.08403726667165756
72,0.035597480833530426
73,0.038029249757528305
74,0.00039543514139950275
75,0.03273569047451019
76,0.004817036911845207
77,0.005310718901455402
78,0.03504667431116104
79,0.005184329114854336
80,0.0006020140717737377
81,0.3890264928340912
82,0.0406658798456192
83,0.0004230662889312953
84,0.3957678973674774
85,0.02532190829515457
86,0.028332598507404327
87,0.14312997460365295
88,0.000440346309915185
89,0.0062918877229094505
90,0.004599595442414284
91,0.17193098366260529
92,0.35109108686447144
93,0.053783975541591644
94,0.01798390969634056
95,0.010021197609603405
96,0.008379406295716763
97,0.8827407956123352
98,0.10019607096910477
99,0.19275769591331482
100,0.030840571969747543
101,0.008458510972559452
102,0.0006206249236129224
103,0.8669275641441345
104,0.006591532379388809
105,0.017692720517516136
106,0.03659237176179886
107,0.32065367698669434
108,0.09944648295640945
109,0.019455287605524063
110,0.015049765817821026
111,0.05203229933977127
112,0.916057288646698
113,0.9791203737258911
114,0.8461875319480896
115,0.9701992869377136
116,0.772569477558136
117,0.9911022186279297
118,0.9684516191482544
119,0.7524206638336182
120,0.9223936796188354
121,0.3439481258392334
122,0.9913528561592102
123,0.9928345680236816
124,0.6395918726921082
125,0.9796850085258484
126,0.9574263691902161
127,0.9685181379318237
128,0.9865854978561401
129,0.9175845980644226
130,0.9778485894203186
131,0.9211289286613464
132,0.9840428233146667
133,0.3163612484931946
134,0.9339487552642822
135,0.9756330251693726
136,0.9213282465934753
137,0.9445462822914124
138,0.9288133978843689
139,0.9912869334220886
140,0.9605474472045898
141,0.9288312792778015
142,0.970569372177124
143,0.9913687109947205
144,0.9753289222717285
145,0.29744651913642883
146,0.9952699542045593
147,0.8119543194770813
148,0.9636082649230957
149,0.9670918583869934
150,0.9740657806396484
151,0.9503949880599976
152,0.0651015117764473
153,0.9909889101982117
154,0.8938751220703125
155,0.9898934960365295
156,0.11604417860507965
157,0.7436605095863342
158,0.9915308952331543
159,0.991583526134491
160,0.9654783606529236
161,0.9783915877342224
162,0.9897845387458801
163,0.937244713306427
164,0.9987466335296631
165,0.9320528507232666
166,0.9671506285667419
167,0.9888169765472412
168,0.6900289058685303
169,0.9172741770744324
170,0.8863538503646851
171,0.9603166580200195
172,0.8843857049942017
173,0.9711814522743225
174,0.5640294551849365
175,0.9960076808929443
176,0.8430574536323547
177,0.4451849162578583
178,0.9860655069351196
179,0.9810360670089722
180,0.9918680787086487
181,0.9998607635498047
182,0.9915871620178223
183,0.8837687969207764
184,0.9809613823890686
185,0.9769428968429565
186,0.9255740642547607
187,0.9932445883750916
188,0.9749144911766052
189,0.989208996295929
190,0.9977038502693176
191,0.7352355718612671
192,0.9987035989761353
193,0.9831289649009705
194,0.9685787558555603
195,0.986728847026825
196,0.9423438310623169
197,0.9935811758041382
198,0.9942521452903748
199,0.8940567374229431
200,0.9926984906196594
