D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\1244.txt,Lab2\random_dataset\1244.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0330.txt,Lab2\random_dataset\0330.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0643.txt,Lab2\random_dataset\0643.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0060.txt,Lab2\random_dataset\0060.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0041.txt,Lab2\random_dataset\0041.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0921.txt,Lab2\random_dataset\0921.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0918.txt,Lab2\random_dataset\0918.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0872.txt,Lab2\random_dataset\0872.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0645.txt,Lab2\random_dataset\0645.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\1043.txt,Lab2\random_dataset\1043.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0682.txt,Lab2\random_dataset\0682.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0315.txt,Lab2\random_dataset\0315.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0759.txt,Lab2\random_dataset\0759.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0792.txt,Lab2\random_dataset\0792.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0154.txt,Lab2\random_dataset\0154.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0176.txt,Lab2\random_dataset\0176.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0910.txt,Lab2\random_dataset\0910.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0932.txt,Lab2\random_dataset\0932.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0261.txt,Lab2\random_dataset\0261.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0305.txt,Lab2\random_dataset\0305.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\1089.txt,Lab2\random_dataset\1089.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0272.txt,Lab2\random_dataset\0272.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0326.txt,Lab2\random_dataset\0326.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0906.txt,Lab2\random_dataset\0906.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\1184.txt,Lab2\random_dataset\1184.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0068.txt,Lab2\random_dataset\0068.txt,1
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0000.txt,Lab2\random_dataset\0000.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0331.txt,Lab2\random_dataset\0331.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0699.txt,Lab2\random_dataset\0699.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0205.txt,Lab2\random_dataset\0205.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0015.txt,Lab2\random_dataset\0015.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0807.txt,Lab2\random_dataset\0807.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0249.txt,Lab2\random_dataset\0249.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0096.txt,Lab2\random_dataset\0096.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0081.txt,Lab2\random_dataset\0081.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\1095.txt,Lab2\random_dataset\1095.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0844.txt,Lab2\random_dataset\0844.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\1136.txt,Lab2\random_dataset\1136.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0868.txt,Lab2\random_dataset\0868.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\1086.txt,Lab2\random_dataset\1086.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0487.txt,Lab2\random_dataset\0487.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0308.txt,Lab2\random_dataset\0308.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\1166.txt,Lab2\random_dataset\1166.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\1112.txt,Lab2\random_dataset\1112.txt,2
D:\Study\Applied Programming (Python)\Applied-Programming\Lab2\random_dataset\0657.txt,Lab2\random_dataset\0657.txt,2
